ENG	Ontological_Category	Semantic_Field	CMN 1	CMN 2	CMN 3	CMN 4	CMN 5	NL 1	NL 2	NL 3	NL 4	NL 5	SPA 1	SPA 2	SPA 3	SPA 4	SPA 5	DE 1	DE 2	DE 3	DE 4	DE 5	ENG_Associations	ENG_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	CMN 3_Associations	CMN 3_Association_Freqs	CMN 4_Associations	CMN 4_Association_Freqs	CMN 5_Associations	CMN 5_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	NL 3_Associations	NL 3_Association_Freqs	NL 4_Associations	NL 4_Association_Freqs	NL 5_Associations	NL 5_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs	SPA 3_Associations	SPA 3_Association_Freqs	SPA 4_Associations	SPA 4_Association_Freqs	SPA 5_Associations	SPA 5_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	DE 3_Associations	DE 3_Association_Freqs	DE 4_Associations	DE 4_Association_Freqs	DE 5_Associations	DE 5_Association_Freqs
value			价值					waarde					valor					Wert	schätzen				worth; money; cost; price; added; cherish; appreciate; care; good; quality; dollar; esteem; high; amount; appraise; bargain; cheap; expense; friend	41; 33; 18; 17; 7; 6; 4; 4; 4; 4; 3; 3; 3; 2; 2; 2; 2; 2; 2	价格; 价值观; 金钱; 钱; 意义; 人生; 三观; 时间	15; 11; 6; 5; 4; 3; 2; 2									geld; norm; belang; duur; prijs; belangrijk; emotioneel; kunst; betekenis; bezit; goud; kostprijs; euro; getal; gevoel; juwelen; kwaliteit; liefde; nut; opvoeding	66; 14; 9; 9; 9; 6; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3									precio; coraje; dinero; costo; fuerza; importancia; valentía; valiente; arrojo; plata; amor; calidad; confianza; corage	20; 19; 16; 7; 5; 4; 4; 4; 3; 3; 2; 2; 2; 2									Geld; Preis; wertvoll; Gold; Wertschätzung; Bedeutung; Besitz; Gegenstand	28; 7; 6; 4; 3; 2; 2; 2								
violation			违章	违规				schending	overtreding				violación	infracción				Verstoß					rape; law; crime; rules; police; break; wrong; bad; parking; speeding; traffic; abuse; hurt; rights; ticket; against; criminal; illegal; moving	25; 23; 15; 14; 9; 8; 7; 6; 6; 6; 6; 5; 5; 5; 5; 4; 4; 4; 3	罚款; 停车; 交通; 建筑; 交警; 事故; 开车; 扣分; 搭建; 罚单; 驾驶; 制度	14; 12; 8; 8; 5; 4; 3; 3; 3; 3; 3; 2	罚款; 操作; 违法; 交通; 停车; 处罚; 惩罚; 规则; 犯法; 违章; 交规; 法律	13; 9; 7; 5; 5; 5; 5; 4; 3; 3; 2; 2									boete; politie; fout; verkeer; snelheid; wet; bekeuring; straf; auto; geld; proces; gevangenis; agent	74; 52; 17; 15; 11; 10; 9; 9; 8; 6; 5; 4; 3							abuso; violencia; dolor; ultraje; crimen; delito; horror; sexo; cárcel; derechos; estupro; mujeres; odio; aberración	12; 10; 6; 6; 5; 5; 4; 4; 3; 3; 3; 3; 3; 2	multa; falta; tránsito; error; ley; auto; delito; desobediencia; ilegal; inspector; regla	36; 13; 13; 6; 5; 4; 3; 3; 3; 3; 3							Gesetz; Strafe; Regel; Polizei; Regeln; strafe; Verbot; Vergehen; verboten	21; 14; 10; 6; 5; 5; 3; 3; 3								
violence	Person/Thing	Emotions and values	暴力					geweld					violencia					Gewalt					blood; hurt; anger; war; crime; fight; pain; death; hate; gun; murder; hatred; hitting; punch; aggression; bad; killing; rape; women; danger	18; 14; 12; 12; 10; 10; 9; 8; 8; 6; 6; 5; 5; 5; 4; 4; 4; 4; 4; 3	血腥; 家暴; 家庭; 犯罪; 冷暴力; 受伤; 武力; 打架; 暴行; 红色; 不合作; 争吵; 事件	9; 7; 5; 5; 4; 4; 4; 3; 3; 3; 2; 2; 2									oorlog; pijn; vechten; agressie; bloed; slaan; wapens; geweer; slecht; zinloos; dood; films; ruzie; politie; angst; gevecht; voetbal; irak	32; 25; 18; 13; 12; 10; 10; 8; 7; 7; 6; 6; 6; 5; 4; 4; 4; 3									dolor; golpe; género; agresión; física; verbal; malo; abuso; guerra; ira; maltrato; tristeza; fuerza; hombre; maldad; mujer; odio	11; 11; 9; 8; 7; 7; 6; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3									Polizei; Schmerz; Krieg; Angst; Blut; Opfer; Täter; Wut; schlagen; Aggression; Brutal; Brutalität; Familie; Frieden	6; 6; 5; 3; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2								
violin			小提琴					viool					violín					Violine	Geige				string; music; bow; orchestra; instrument; viola; wood; cello; fiddle; Stradivarius; play; classical music; beautiful; brown	37; 36; 22; 22; 19; 17; 10; 8; 6; 6; 5; 4; 3; 2	钢琴; 音乐; 优雅; 大提琴; 乐器; 演奏; 琴弦; 乐团; 二胡	16; 13; 11; 11; 6; 4; 3; 2; 2									muziek; snaren; concert; klassiek; strijkstok; instrument; hout; mooi; strijken; orkest; vals; gitaar; hoog; klank; lawaai; mozart; muziekinstrument; piano	48; 42; 15; 15; 14; 13; 7; 6; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3									música; instrumento; orquesta; cuerdas; clásica; violador; viola; agudo; melodía; sonido; tristeza	40; 16; 13; 12; 6; 5; 4; 3; 3; 3; 3									Musik; Geige; Orchester; Konzert; Instrument; geige; Streichinstrument; Holz; Bogen	23; 22; 11; 8; 7; 6; 5; 4; 3	Musik; Violine; Bogen; Orchester; Konzert; Instrument; Saite; Saiten; Streichinstrument; spielen; Gitarre	21; 13; 10; 10; 7; 6; 4; 3; 3; 3; 2						
vitality			活力					vitaliteit					vitalidad										life; energy; health; vigor; strength; youth; alive; living; energetic; happy; lively; vital; water; age; Elan; endurance; longevity	32; 20; 19; 15; 11; 8; 6; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3	青春; 四射; 健康; 年轻; 精力; 活泼; 运动; 儿童; 动力; 朝气; 精神	10; 9; 6; 5; 5; 4; 4; 3; 3; 3; 3																			energía; vida; fuerza; salud; juventud; sano; vital; deporte	24; 17; 13; 12; 11; 3; 3; 2																		
wait	Action/Process	Motion	等待	等				wachten					esperar	espera				warten	abwarten				time; patience; stop; pause; delay; line; long; halt; waiter; for; hold; boring; doctor; here; impatience; impatient; now; standing; stay; train	19; 17; 15; 12; 10; 10; 8; 7; 7; 6; 6; 4; 4; 4; 4; 4; 4; 4; 4; 4	时间; 耐心; 戈多; 期待; 漫长; 烦躁; 焦急; 焦虑; 爱情	17; 7; 4; 4; 4; 3; 3; 3; 3	等待; 时间; 人; 等等; 红绿灯; 一下; 车; 待; 我; 漫长; 等人; 还有	20; 7; 6; 6; 5; 4; 4; 3; 3; 3; 3; 3							geduld; dokter; tijd; trein; vervelend; wachtzaal; bus; lang; saai; godot; ongeduld; ongeduldig; rij; vervelen; verveling; zitten; bushokje; duren; kassa; lezen	23; 20; 18; 16; 14; 13; 12; 12; 11; 7; 7; 5; 4; 4; 4; 4; 3; 3; 3; 3									paciencia; tiempo; ansiedad; aguardar; reloj; ómnibus; aguantar; aburrido; aburrimiento; anhelar; calma	20; 17; 7; 6; 5; 5; 4; 3; 3; 3; 3	tiempo; paciencia; sala; médico; larga; aburrimiento; ansiedad; demora; aburrido; aguardar; embarazo; desespera; esperanza; hora	20; 19; 8; 7; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3							Zeit; Langeweile; langweilig; Bus; Geduld; sitzen; Haltestelle; Ungeduld; Arzt; Arztpraxis; Bahnhof; Unruhe; Verspätung	14; 8; 7; 6; 6; 6; 5; 4; 3; 3; 3; 3; 3	Geduld; Tee trinken; Zeit; Langeweile; Tee; Ungeduld; Bahnhof; geduldig; warten; zeit; Bushaltestelle	20; 10; 7; 4; 4; 4; 3; 3; 3; 3; 2						
wallet			钱包					portemonnee					billetera	cartera									money; leather; purse; cards; cash; pocket; credit card; billfold; man; identification; keys; lost; notes; brown; coins; dollar; id; ID	75; 28; 21; 16; 15; 11; 10; 8; 7; 6; 5; 4; 4; 3; 3; 3; 3; 3	钱; 皮革; 小偷; 照片; 银行卡; 丢失; 人民币; 卡; 卡包; 牛皮; 空空如也; 钞票; 丢; 丢了	19; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2									geld; leder; bankkaart; zwart; leer; handtas; kaarten; identiteitskaart; leeg; paspoort; portefeuille; rijbewijs; zwaar; broekzak; euro; klein; kopen; munten; muntstukken; rijk	96; 17; 11; 11; 8; 6; 6; 5; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3									dinero; plata; cuero; documentos; bolsillo; tarjetas; monedero; vacía; galán; billetes; cartera	41; 21; 15; 10; 7; 7; 6; 5; 4; 3; 3	mujer; billetera; bolso; cuero; dinero; dama; bolsa; plata; documentos; guardar; morral; clientes; accesorio; arte	20; 17; 17; 15; 8; 7; 5; 5; 4; 4; 4; 3; 2; 2																
war	Person/Thing	Warfare and hunting	战争	打仗				oorlog					guerra					Krieg					peace; death; fight; battle; violence; blood; conflict; gun; killing; bad; destruction; horror; soldier; chaos; hate; horse; waste; weapon; world; army	28; 23; 18; 14; 11; 10; 8; 8; 8; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3; 2	和平; 死亡; 硝烟; 残酷; 灾难; 武器; 中东; 伊拉克; 废墟; 打仗	13; 9; 8; 5; 5; 4; 3; 3; 2; 2	死亡; 战争; 和平; 武器; 流血; 士兵; 牺牲; 胜利; 死人	12; 9; 5; 5; 5; 4; 4; 4; 3							dood; soldaat; geweer; wapens; geweld; tank; irak; bloed; vrede; bom; slachtoffers; bush; ellende; schieten; amerika; angst; kanon; pijn; vechten; verdriet	26; 17; 16; 16; 14; 13; 12; 10; 10; 7; 7; 6; 5; 5; 4; 4; 4; 4; 4; 4									muerte; paz; armas; dolor; conflicto; sangre; soldado; destrucción; injusticia; pelea; batalla; bombas; fría; Malvinas	26; 17; 11; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3									Frieden; Tod; Waffen; Leid; Hitler; Schmerz; Soldaten; Syrien; Tote	21; 16; 16; 6; 5; 3; 3; 3; 3								
warm	Property	Sense perception	暖和	暖	温暖			warm					cálido					warm					cold; hot; cozy; heat; fire; weather; blanket; sun; comfortable; summer; toasty; fuzzy; heart; temperature; tepid; comfort; cool; friendly; milk; nice	29; 28; 20; 12; 9; 9; 8; 8; 7; 7; 6; 5; 5; 5; 5; 4; 4; 4; 4; 4	太阳; 春天; 温暖; 被窝; 暖气; 阳光; 冬天; 南方; 拥抱; 被子; 三月	16; 12; 11; 11; 6; 5; 3; 3; 3; 3; 2	太阳; 温暖; 暖和; 春天; 热; 冷; 暖气; 冬天; 暖心; 舒服; 阳; 风; 光	16; 9; 8; 7; 7; 6; 6; 4; 4; 4; 3; 3; 2	家; 家庭; 被窝; 太阳; 春天; 被子; 妈妈; 寒冷; 怀抱; 朋友; 母亲; 温柔; 火炉; 冰冷; 孤独; 小女孩	8; 6; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2; 2					zon; zomer; koud; heet; strand; vakantie; vuur; chocomelk; gezellig; rood; water; zee; zweten; sauna; verwarming; zweet; bad; deken; eten; hitte	47; 30; 24; 11; 10; 9; 8; 7; 7; 6; 6; 6; 6; 5; 5; 5; 4; 4; 4; 3									calor; sol; verano; caliente; frío; playa; clima; primavera; abrazo; temperatura; tibio; agradable	15; 15; 14; 10; 7; 6; 5; 5; 4; 4; 4; 3									Sommer; kalt; Sonne; Feuer; Heizung; Wasser; angenehm; Decke; HEISS; Ofen; gemütlich; heiß; sonne	17; 16; 13; 7; 7; 5; 5; 4; 4; 4; 4; 4; 4								
wash	Action/Process	Basic actions and technology	洗					wassen					lavar					waschen	spülen				clean; clothes; dishes; laundry; dry; car; hands; soap; water; face; cleanse; cloth; rinse; scrub; machine; bathe; dirty; dog	51; 19; 17; 17; 16; 13; 13; 12; 7; 6; 5; 5; 5; 5; 4; 3; 3; 3	衣服; 洗澡; 干净; 水; 澡; 洗脸; 手; 水果; 脸; 洗漱; 洗衣服	16; 11; 9; 8; 8; 6; 5; 5; 5; 4; 4									zeep; water; douche; proper; bad; vuil; kleren; wasmachine; washandje; machine; strijken; handdoek; auto; schuim; afwas; fris; lavabo; nat	47; 36; 19; 17; 13; 11; 10; 10; 9; 6; 6; 5; 4; 4; 3; 3; 3; 3									limpiar; ropa; jabón; planchar; platos; secar; asear; blanco; limpieza; agua; higiene	27; 20; 8; 8; 7; 6; 5; 4; 4; 3; 3									sauber; Wasser; Wäsche; Waschmaschine; Seife; Hände; reinigen; Kleider; Frische; Haare; bügeln; putzen	16; 14; 13; 11; 9; 5; 5; 4; 3; 3; 3; 3	Geschirr; Abwasch; Wasser; abwaschen; Seife; waschen; Spülmaschine; Toilette; reinigen; Haare; Spülmittel; Wäsche	29; 11; 9; 9; 7; 5; 4; 4; 4; 3; 3; 3						
water	Person/Thing	The physical world	水					water					agua					Wasser	gießen				drink; liquid; wet; life; thirst; lake; ocean; blue; clear; clean; cool; fall; fluid; H2O; ice; pool; river; swim; aqua; bottle	29; 18; 17; 12; 12; 9; 9; 8; 7; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4	喝; 透明; 海; 喝水; 杯子; 水果; 河; 渴; 生命; 生命之源; 大海; water; 土	11; 6; 5; 4; 4; 4; 4; 4; 4; 4; 3; 2; 2									drinken; dorst; zee; zwemmen; nat; blauw; fles; fris; rivier; zwembad; kraan; drank; gezond; glas; h2o; regen; douche; h20	31; 27; 27; 22; 15; 14; 8; 6; 6; 6; 5; 4; 4; 4; 4; 4; 3; 3									vida; mar; sed; azul; líquido; río; clara; transparente; beber; lluvia; pura; fresca; fría; cristalina; fluir; potable; pureza; rica	21; 11; 9; 8; 8; 7; 6; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3									nass; Meer; Fluss; See; trinken; Leben; Trinken; Luft; frisch; kalt; Element; Hahn; blau; flüssig; klar; knapp	13; 11; 10; 7; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	Blumen; Pflanzen; Wasser; Gießkanne; Garten; Pflanze; Regen; wässern; Kanne; Blei; Blume	23; 14; 14; 13; 9; 7; 7; 6; 5; 3; 3						
watermelon			西瓜					watermeloen					sandía					Melone					fruit; seeds; summer; red; green; juicy; sweet; pink; cantaloupe; refreshing; water; cold; delicious; melon; rind; picnic; watery	36; 31; 28; 21; 17; 17; 13; 9; 6; 6; 6; 4; 4; 4; 4; 3; 3	夏天; 甜; 红色; 绿色; 水; 水果; 南瓜; 好吃; 清凉; 冰箱; 冰镇; 勺子	22; 9; 7; 6; 5; 5; 4; 3; 3; 2; 2; 2									zomer; rood; fruit; sappig; groot; lekker; fris; groen; pitten; water; pitjes; sap; vakantie	38; 33; 20; 20; 15; 15; 14; 13; 12; 11; 8; 8; 8									fruta; verano; rojo; agua; verde; dulce; rica; semillas; fresco; frescura; colores; grande	33; 21; 17; 13; 12; 8; 6; 6; 5; 5; 3; 3									Sommer; Obst; Frucht; SÜSS; lecker; Wasser; Hut; Wassermelone; Gelb; saftig; süß	18; 14; 13; 9; 8; 7; 5; 5; 4; 4; 4								
weak	Property	The body	虚弱	弱	软弱	弱小		zwak					débil					schwach					strong; small; sick; tired; feeble; frail; broken; fragile; muscle; puny; tea; ill; little; minded; not strong; pathetic; poor; thin; arms	46; 10; 9; 9; 8; 8; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 3	生病; 病人; 老人; 身体; 羸弱; 苍白; 体虚; 医院; 奄奄一息; 孕妇	16; 5; 4; 4; 3; 3; 2; 2; 2; 2	强; 弱鸡; 虚弱; 弱不禁风; 鸡; 人类; 受; 小; 弱小	24; 4; 4; 3; 3; 2; 2; 2; 2	懦弱; 无能; 坚强; 性格; 无力; 强大; 强硬; 我; 男人; 胆小	8; 8; 6; 4; 4; 3; 3; 3; 3; 3	强大; 保护; 我; 胆小; 孩子; 弱势; 欺负; 瘦弱; 人; 儿童; 力量	18; 5; 4; 4; 3; 3; 3; 3; 2; 2; 2			ziek; sterk; flauw; slap; moe; kind; niet sterk; gezondheid; klein; lenig; oud; arm; karakterloos; tenger; slecht; minder; zacht; dom; krachtloos; week	32; 18; 17; 12; 11; 10; 9; 8; 8; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3									frágil; fuerte; enfermo; flojo; flaco; pobre; suave; vulnerable; blando; cansado; niño; pequeño	12; 10; 8; 8; 7; 4; 4; 4; 3; 3; 3; 3									stark; krank; müde; kraftlos; alt; Muskeln; dünn; klein; Geschlecht; Hilfe; Krankheit	16; 13; 7; 5; 4; 3; 3; 3; 2; 2; 2								
weakness			弱点	虚弱				zwakte					debilidad					Schwäche					strength; weak; frail; failure; feeble; pain; sick; small; strong; poor; sad; soft; tired; wimp; bad; child; failing; inability; lacking; not good at	26; 12; 8; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	缺点; 人性; 克服; 优点; 暴露; 软肋; 优势; 利用; 强项; 懦弱; 攻克	8; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	生病; 病人; 老人; 身体; 羸弱; 苍白; 体虚; 医院; 奄奄一息; 孕妇	16; 5; 4; 4; 3; 3; 2; 2; 2; 2							sterkte; ziek; flauw; ziekte; minpunt; pijn; karakter; slap; slecht; minder; gebrek; sterk; verslaving; eigenschap; slapte; depressie; nadeel; negatief; teer; zielig	23; 12; 10; 9; 8; 7; 6; 6; 6; 6; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3									fragilidad; fuerza; enfermedad; fortaleza; cansancio; frágil; punto; flaqueza; malo; amor; bebé; chocolate; desamparo	12; 8; 7; 7; 6; 5; 5; 4; 3; 2; 2; 2; 2									Stärke; alt; stärke; Anfall; Angst; Eigenschaft; Krankheit; krank; Fähigkeit; Herz; Hilfe; Kraft; Müdigkeit; Nachteil	22; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2								
weapon			武器					wapen					arma					Waffe					gun; knife; sword; war; kill; arm; mass destruction; violence; death; club; destruction; defense; fight; hate; hit; hurt; pain; words; ammo; army	59; 33; 20; 12; 11; 6; 6; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2	枪; 战争; 冷兵器; 核武器; 刀; 剑; 打仗; 攻击; 伤害; 手枪; 枪支; 死亡; 炮	15; 14; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3									geweer; dood; oorlog; geweld; pistool; gevaarlijk; schieten; kogel; mes; gevaar; moord; revolver; boog; dolk; film; vechten; angst; antwerpen; degen	22; 21; 18; 16; 15; 13; 13; 11; 11; 9; 8; 7; 4; 4; 4; 4; 3; 3; 3									muerte; pistola; revólver; fuego; guerra; bala; tiros; defensa; disparo; escopeta; miedo; peligro; policía; violencia; blanca; herramienta; amenaza	15; 13; 9; 8; 8; 7; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3; 2									Pistole; Gewehr; Krieg; Gewalt; Messer; Schwert; Tod; gefährlich; Kampf; USA; krieg; Amerika	23; 12; 11; 9; 5; 5; 5; 5; 4; 4; 4; 3								
wear			戴	穿	磨损			dragen	slijtage				vestir	desgaste	usar	llevar	desgastar	tragen					clothes; tear; out; clothing; worn; dress; coat; don; put on; shoes; and tear; hat; tire; under; bear; erode; jeans	61; 21; 17; 13; 12; 11; 6; 6; 6; 6; 5; 5; 5; 5; 4; 4; 4	帽子; 项链; 围巾; 姓; 手表; 眼镜; 穿戴; 姓氏; 张冠李戴; 首饰; 手套; 爱戴; 穿	21; 7; 5; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3	衣服; 戴; 鞋子; 裤子; 衣; 越; 动作; 墙	41; 8; 8; 6; 5; 4; 2; 2							zwaar; kind; last; baby; kleren; tas; boodschappen; gewicht; kleding; rugzak; kledij; tillen; zak; helpen; oppakken; sleuren; zwangerschap; armen; handen; heffen	25; 18; 18; 13; 11; 11; 10; 9; 9; 8; 6; 5; 5; 4; 4; 4; 4; 3; 3; 3	oud; versleten; kapot; ouderdom; auto; sleet; stuk; banden; gebruik; gebruikt; autobanden; erosie; herstelling; schoenen; verslijten; achteruitgang; broek; gewrichten; kleding; slecht	33; 24; 22; 12; 10; 10; 10; 8; 6; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3							ropa; moda; vestido; lucir; abrigo; bien; pantalón; remera; traje; usar; elegante	41; 7; 7; 4; 3; 3; 3; 3; 3; 3; 2	cansancio; gastado; viejo; usado; uso; roto; cansado; ajado; deterioro; vida; abuso	21; 12; 11; 10; 8; 6; 5; 3; 3; 3; 2	utilizar; gastar; ropa; agarrar; aprovechar; emplear; tirar; tomar; uso; hacer; ponerse; tener; abusar	19; 6; 6; 5; 5; 5; 5; 5; 5; 4; 4; 4; 3	traer; cargar; trasladar; alcanzar; mover; transportar; acarrear; bolsa; ir; portar; agarrar; algo; auto; acercar	21; 13; 9; 7; 7; 6; 4; 4; 4; 4; 3; 3; 3; 2	usar; gastar; viejo; romper; cansar; gastado; relación; arruinar; cansado; cansancio; raspar; agotar	18; 17; 9; 6; 5; 4; 4; 3; 3; 3; 3; 2	schwer; Last; heben; Tasche; Kleidung; schleppen; Baby; Verantwortung; Gewicht; Kind; Einkauf; bringen	19; 13; 13; 9; 8; 8; 5; 5; 4; 4; 3; 3								
weight	Person/Thing	Sense perception	重量	体重				gewicht					peso					Gewicht					heavy; fat; mass; scale; height; pounds; loss; wait; obese; gain; gravity; lift; diet; light; body; gym; measurement; over; big; burden	32; 29; 22; 16; 14; 14; 8; 8; 7; 6; 6; 6; 5; 5; 4; 4; 4; 4; 3; 3	体重; 质量; 千克; 秤; 减肥; 公斤; 大象; 重力; 体积; 物理; 秤砣; 胖子; 轻; 重; 举重; 价格; 体重秤	13; 10; 7; 7; 6; 5; 4; 4; 3; 3; 3; 3; 3; 3; 2; 2; 2	减肥; 胖; 体重秤; 肥胖; 身高; 重; 重量; 健康; 称重; 肉; 胖瘦; 超标	19; 9; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3							weegschaal; dik; zwaar; kilo; kilogram; dieet; eten; licht; massa; vet; bmi; dun; kg; fitness; fysica; gezondheid; gram; halter	49; 25; 24; 21; 12; 8; 8; 8; 8; 7; 6; 6; 4; 3; 3; 3; 3; 3									balanza; moneda; kilos; dinero; gordo; masa; plata; fuerza; pesado; medida; devaluación; carga; dieta; gramos; billete	17; 15; 14; 12; 8; 7; 7; 6; 6; 5; 4; 3; 3; 3; 2									Waage; schwer; Kilo; Diät; Körper; Übergewicht; BMI; Kilogramm; kg; zu viel; Gesundheit	21; 14; 5; 4; 4; 4; 3; 3; 3; 3; 2								
west	Person/Thing	Spatial relations	西	西部				west	westen				oeste					Westen	West				east; north; south; sunset; wild; California; coast; cowboy; direction; go; mountains; desert; compass; home; left; pioneers	63; 22; 21; 16; 11; 10; 9; 9; 9; 8; 6; 4; 3; 3; 3; 3	东; 方向; 北; 西方; 东西; 南; 西瓜; 方位; 西北	28; 10; 9; 9; 7; 6; 5; 3; 3	牛仔; 大开发; 东部; 草原; 西藏; 世界; 开发; 沙漠; 美国	28; 14; 8; 5; 5; 4; 4; 4; 4							oost; noord; zuid; wind; best; thuis; regen; vlaanderen; windrichting; zee; kust; windstreek; amerika	77; 32; 27; 15; 12; 12; 8; 8; 8; 8; 7; 7; 5	oosten; europa; amerika; noorden; windrichting; wind; zuiden; windstreek; buiten; cowboy; regen; rijk; richting; zee; kust; aardrijkskunde; noord	48; 19; 15; 15; 14; 13; 12; 11; 10; 9; 7; 7; 5; 5; 4; 3; 3							este; sur; norte; sol; punto cardinal; atardecer; cardinal; colonia; zona; dirección; lejano; vaqueros; brújula; ferro	32; 14; 13; 11; 10; 6; 6; 5; 5; 4; 4; 4; 3; 3									Osten; Himmelsrichtung; Süden; Norden; USA; Amerika; Sonnenuntergang; Cowboys; Wild; BRD	31; 10; 9; 8; 7; 6; 4; 3; 3; 2	Ost; Süd; Nord; Zigaretten; Deutschland; Himmelsrichtung; Amerika; Zigarettenmarke; Bahnhof; Berlin; Zigarette	36; 14; 10; 10; 7; 6; 5; 5; 3; 3; 3						
white	Property	Sense perception	白色的	白色	白			wit					blanco					weiß					black; snow; pure; clean; blank; color; sheet; pale; Caucasian; light; paper; house; Blanc; clear; colorless; dress; knight; lily; no color; people	45; 32; 13; 10; 9; 9; 8; 7; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3	雪; 衣服; 云; 纯洁; 黑色的; 墙; 墙壁; 气球; 相簿; 医院; 干净; 床单; 液体; 清爽	12; 5; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2; 2	黑色; 雪; 纯洁; 医院; 恋人; 颜色; 干净; 床单; 相簿	19; 9; 7; 5; 5; 5; 3; 3; 3	黑; 雪; 颜色; 白色; 纯洁; 白天; 皮肤; 美; 色; 墙壁	25; 10; 7; 5; 5; 4; 4; 3; 3; 2					sneeuw; zwart; kleur; melk; licht; trouw; papier; konijn; leeg; wolken; hoop; laken; maagd; muur; verf; zuiver; bleek; hemel; niets; onschuld	41; 35; 16; 12; 10; 10; 8; 5; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3									negro; color; puro; claro; nieve; objetivo; pureza; limpio; luz; paz; claridad; gris; leche; nada	25; 20; 12; 11; 6; 6; 6; 5; 5; 5; 4; 4; 3; 3									schwarz; Farbe; hell; Schnee; Schwarz; Hochzeit; Wand; Arzt; Milch; Unschuld; rein	20; 19; 12; 9; 6; 5; 5; 3; 3; 3; 3								
